"","gender","province","education","age","vote","age_factor","vote_liberal","vote_conservative","vote_ndp"
"10124","Female","Quebec","Bachelor's Degree",43,"Bloc Quebecois","41-60",0,0,0
"10125","Male","Alberta","Bachelor's Degree",50,"NDP","41-60",0,0,1
"10126","Female","Ontario","Above Bachelor's",55,"Green Party","41-60",0,0,0
"10127","Male","Ontario","Bachelor's Degree",39,"Liberal Party","21-40",1,0,0
"10128","Male","Quebec","Above Bachelor's",56,"Bloc Quebecois","41-60",0,0,0
"10129","Male","Quebec","Bachelor's Degree",52,"Conservative Party","41-60",0,1,0
"10130","Female","Quebec","Highschool",45,"Liberal Party","41-60",1,0,0
"10131","Female","Nova Scotia","College",41,"Liberal Party","41-60",1,0,0
"10132","Female","Alberta","Bachelor's Degree",35,"Other Party","21-40",0,0,0
"10133","Male","Nova Scotia","Above Bachelor's",53,"Liberal Party","41-60",1,0,0
"10134","Female","Ontario","Bachelor's Degree",40,"Other Party","21-40",0,0,0
"10135","Male","Quebec","Above Bachelor's",60,"Bloc Quebecois","41-60",0,0,0
"10136","Male","Nova Scotia","College",63,"Liberal Party","61-80",1,0,0
"10137","Female","Quebec","Highschool",47,"Liberal Party","41-60",1,0,0
"10138","Female","Ontario","Bachelor's Degree",29,"NDP","21-40",0,0,1
"10139","Female","Ontario","Above Bachelor's",32,"NDP","21-40",0,0,1
"10140","Female","Nova Scotia","Highschool",54,"Liberal Party","41-60",1,0,0
"10141","Female","British Columbia","Highschool",29,"Conservative Party","21-40",0,1,0
"10142","Female","Quebec","Bachelor's Degree",64,"Liberal Party","61-80",1,0,0
"10143","Male","Quebec","Highschool",66,"Other Party","61-80",0,0,0
"10144","Male","Quebec","Highschool",64,"Conservative Party","61-80",0,1,0
"10145","Female","Quebec","Highschool",66,"Liberal Party","61-80",1,0,0
"10146","Male","Quebec","College",76,"Other Party","61-80",0,0,0
"10147","Male","Quebec","Bachelor's Degree",45,"Bloc Quebecois","41-60",0,0,0
"10148","Female","Ontario","Bachelor's Degree",43,"Liberal Party","41-60",1,0,0
"10149","Female","Ontario","Bachelor's Degree",61,"Liberal Party","61-80",1,0,0
"10150","Male","Nova Scotia","Above Bachelor's",60,"Liberal Party","41-60",1,0,0
"10151","Female","Quebec","College",70,"Other Party","61-80",0,0,0
"10152","Female","Ontario","College",46,"NDP","41-60",0,0,1
"10153","Female","Quebec","Bachelor's Degree",51,"Liberal Party","41-60",1,0,0
"10154","Female","Nova Scotia","Bachelor's Degree",38,"Other Party","21-40",0,0,0
"10155","Female","Ontario","Bachelor's Degree",56,"Liberal Party","41-60",1,0,0
"10156","Female","Nova Scotia","Above Bachelor's",58,"Liberal Party","41-60",1,0,0
"10157","Female","Quebec","Highschool",56,"Green Party","41-60",0,0,0
"10158","Female","Quebec","Above Bachelor's",65,"Other Party","61-80",0,0,0
"10159","Male","Ontario","Above Bachelor's",48,"Liberal Party","41-60",1,0,0
"10160","Female","Quebec","College",58,"Other Party","41-60",0,0,0
"10161","Female","Ontario","College",66,"Other Party","61-80",0,0,0
"10162","Female","Newfoundland and Labrador","Bachelor's Degree",49,"Liberal Party","41-60",1,0,0
"10163","Female","New Brunswick","College",46,"Conservative Party","41-60",0,1,0
"10164","Female","New Brunswick","Highschool",53,"Green Party","41-60",0,0,0
"10165","Female","Quebec","Bachelor's Degree",71,"Green Party","61-80",0,0,0
"10166","Male","Nova Scotia","Above Bachelor's",57,"Liberal Party","41-60",1,0,0
"10167","Female","Ontario","College",62,"Other Party","61-80",0,0,0
"10168","Male","Quebec","Highschool",65,"Liberal Party","61-80",1,0,0
"10169","Female","Ontario","College",55,"Other Party","41-60",0,0,0
"10170","Female","Alberta","Highschool",44,"Green Party","41-60",0,0,0
"10171","Female","Ontario","College",72,"Liberal Party","61-80",1,0,0
"10172","Female","Ontario","Bachelor's Degree",55,"Liberal Party","41-60",1,0,0
"10173","Female","Quebec","College",54,"Other Party","41-60",0,0,0
"10174","Male","Ontario","Highschool",51,"Conservative Party","41-60",0,1,0
"10175","Female","Nova Scotia","Highschool",37,"Liberal Party","21-40",1,0,0
"10176","Male","Quebec","Highschool",22,"Other Party","21-40",0,0,0
"10177","Female","Ontario","Bachelor's Degree",39,"Conservative Party","21-40",0,1,0
"10178","Female","Ontario","Bachelor's Degree",50,"Liberal Party","41-60",1,0,0
"10179","Male","Ontario","Above Bachelor's",53,"Liberal Party","41-60",1,0,0
"10180","Female","Quebec","Bachelor's Degree",26,"Other Party","21-40",0,0,0
"10181","Male","Quebec","Bachelor's Degree",68,"Green Party","61-80",0,0,0
"10182","Female","Ontario","Bachelor's Degree",45,"Conservative Party","41-60",0,1,0
"10183","Female","Manitoba","Bachelor's Degree",55,"Conservative Party","41-60",0,1,0
"10184","Male","Quebec","College",29,"Liberal Party","21-40",1,0,0
"10185","Female","Ontario","Bachelor's Degree",70,"Liberal Party","61-80",1,0,0
"10186","Male","Newfoundland and Labrador","Above Bachelor's",53,"Liberal Party","41-60",1,0,0
"10187","Male","New Brunswick","Bachelor's Degree",66,"Conservative Party","61-80",0,1,0
"10188","Male","Ontario","Bachelor's Degree",41,"NDP","41-60",0,0,1
"10189","Female","Ontario","Bachelor's Degree",61,"Liberal Party","61-80",1,0,0
"10190","Female","Alberta","College",49,"Other Party","41-60",0,0,0
"10191","Female","Manitoba","Above Bachelor's",70,"Liberal Party","61-80",1,0,0
"10192","Female","Ontario","Highschool",57,"Liberal Party","41-60",1,0,0
"10193","Female","New Brunswick","Highschool",67,"NDP","61-80",0,0,1
"10194","Male","Saskatchewan","Above Bachelor's",52,"Conservative Party","41-60",0,1,0
"10195","Female","Ontario","Highschool",62,"Other Party","61-80",0,0,0
"10196","Female","Quebec","Highschool",68,"Conservative Party","61-80",0,1,0
"10197","Male","Nova Scotia","Highschool",46,"NDP","41-60",0,0,1
"10198","Female","Alberta","Bachelor's Degree",58,"Conservative Party","41-60",0,1,0
"10199","Male","Nova Scotia","Highschool",62,"Liberal Party","61-80",1,0,0
"10200","Male","Quebec","Bachelor's Degree",67,"Liberal Party","61-80",1,0,0
"10201","Male","Saskatchewan","College",63,"NDP","61-80",0,0,1
"10202","Female","Ontario","Highschool",38,"Green Party","21-40",0,0,0
"10203","Male","Quebec","Bachelor's Degree",72,"Other Party","61-80",0,0,0
"10204","Male","Quebec","Highschool",32,"Other Party","21-40",0,0,0
"10205","Female","Ontario","College",62,"NDP","61-80",0,0,1
"10206","Female","Ontario","College",67,"Green Party","61-80",0,0,0
"10207","Female","Alberta","Highschool",50,"Conservative Party","41-60",0,1,0
"10208","Male","Alberta","College",52,"Conservative Party","41-60",0,1,0
"10209","Male","Prince Edward Island","Highschool",79,"Green Party","61-80",0,0,0
"10210","Male","British Columbia","Highschool",53,"Other Party","41-60",0,0,0
"10211","Female","Ontario","Less than highschool",18,"Liberal Party","0-20",1,0,0
"10212","Female","Ontario","Highschool",75,"Conservative Party","61-80",0,1,0
"10213","Male","Quebec","Bachelor's Degree",66,"Bloc Quebecois","61-80",0,0,0
"10214","Female","Alberta","Bachelor's Degree",66,"NDP","61-80",0,0,1
"10215","Male","Ontario","College",39,"Other Party","21-40",0,0,0
"10216","Male","New Brunswick","Above Bachelor's",63,"Liberal Party","61-80",1,0,0
"10217","Male","New Brunswick","Above Bachelor's",73,"Green Party","61-80",0,0,0
"10218","Female","Quebec","College",70,"Liberal Party","61-80",1,0,0
"10219","Female","Ontario","Highschool",65,"Liberal Party","61-80",1,0,0
"10220","Female","Ontario","College",63,"Conservative Party","61-80",0,1,0
"10221","Female","Nova Scotia","College",73,"NDP","61-80",0,0,1
"10222","Male","Alberta","College",75,"Conservative Party","61-80",0,1,0
"10223","Female","Ontario","Less than highschool",50,"Liberal Party","41-60",1,0,0
"10224","Male","Quebec","Above Bachelor's",62,"Liberal Party","61-80",1,0,0
"10225","Female","Manitoba","College",34,"Other Party","21-40",0,0,0
"10226","Male","Quebec","Bachelor's Degree",53,"Green Party","41-60",0,0,0
"10227","Female","Ontario","Above Bachelor's",29,"Other Party","21-40",0,0,0
"10228","Male","Quebec","Bachelor's Degree",46,"Liberal Party","41-60",1,0,0
"10229","Male","Ontario","Other",39,"Liberal Party","21-40",1,0,0
"10230","Female","Quebec","Less than highschool",61,"Conservative Party","61-80",0,1,0
"10231","Male","Ontario","Above Bachelor's",45,"Conservative Party","41-60",0,1,0
"10232","Female","Quebec","Above Bachelor's",66,"Bloc Quebecois","61-80",0,0,0
"10233","Female","Quebec","College",44,"Other Party","41-60",0,0,0
"10234","Female","Quebec","Highschool",58,"Other Party","41-60",0,0,0
"10235","Male","New Brunswick","Above Bachelor's",69,"Liberal Party","61-80",1,0,0
"10236","Female","Ontario","College",36,"Other Party","21-40",0,0,0
"10237","Female","British Columbia","College",61,"Conservative Party","61-80",0,1,0
"10238","Male","Ontario","Highschool",40,"Other Party","21-40",0,0,0
"10239","Female","Quebec","College",37,"NDP","21-40",0,0,1
"10240","Female","Ontario","Highschool",46,"Other Party","41-60",0,0,0
"10241","Female","British Columbia","Highschool",50,"Other Party","41-60",0,0,0
"10242","Male","Quebec","Highschool",65,"Bloc Quebecois","61-80",0,0,0
"10243","Female","Quebec","Above Bachelor's",45,"Other Party","41-60",0,0,0
"10244","Female","Nova Scotia","Less than highschool",57,"Conservative Party","41-60",0,1,0
"10245","Female","Quebec","Highschool",24,"Other Party","21-40",0,0,0
"10246","Female","Quebec","Bachelor's Degree",53,"Other Party","41-60",0,0,0
"10247","Female","Nova Scotia","Highschool",62,"Conservative Party","61-80",0,1,0
"10248","Male","Quebec","Above Bachelor's",42,"Liberal Party","41-60",1,0,0
"10249","Female","Quebec","Highschool",51,"Other Party","41-60",0,0,0
"10250","Female","Saskatchewan","Highschool",63,"Conservative Party","61-80",0,1,0
"10251","Male","Quebec","Highschool",60,"Conservative Party","41-60",0,1,0
"10252","Female","Nova Scotia","College",47,"Other Party","41-60",0,0,0
"10253","Male","Newfoundland and Labrador","College",58,"Other Party","41-60",0,0,0
"10254","Male","Ontario","College",27,"Liberal Party","21-40",1,0,0
"10255","Female","Ontario","Highschool",19,"NDP","0-20",0,0,1
"10256","Female","Quebec","Bachelor's Degree",40,"NDP","21-40",0,0,1
"10257","Female","Ontario","Bachelor's Degree",61,"Other Party","61-80",0,0,0
"10258","Female","Ontario","Bachelor's Degree",54,"Other Party","41-60",0,0,0
"10259","Female","Quebec","College",20,"Other Party","0-20",0,0,0
"10260","Female","Quebec","Highschool",63,"Other Party","61-80",0,0,0
"10261","Female","Manitoba","College",27,"Conservative Party","21-40",0,1,0
"10262","Male","Ontario","Bachelor's Degree",38,"Other Party","21-40",0,0,0
"10263","Male","British Columbia","Highschool",73,"NDP","61-80",0,0,1
"10264","Male","Ontario","College",35,"Green Party","21-40",0,0,0
"10265","Male","Ontario","Bachelor's Degree",40,"Conservative Party","21-40",0,1,0
"10266","Male","Quebec","Above Bachelor's",53,"Bloc Quebecois","41-60",0,0,0
"10267","Male","Ontario","Bachelor's Degree",34,"NDP","21-40",0,0,1
"10268","Male","Ontario","Less than highschool",31,"Green Party","21-40",0,0,0
"10269","Female","Ontario","College",39,"NDP","21-40",0,0,1
"10270","Male","Newfoundland and Labrador","College",39,"Liberal Party","21-40",1,0,0
"10271","Male","Quebec","Highschool",70,"Liberal Party","61-80",1,0,0
"10272","Male","New Brunswick","College",63,"Green Party","61-80",0,0,0
"10273","Male","Quebec","College",48,"Conservative Party","41-60",0,1,0
"10274","Female","Ontario","Bachelor's Degree",70,"Liberal Party","61-80",1,0,0
"10275","Male","Ontario","Above Bachelor's",35,"Liberal Party","21-40",1,0,0
"10276","Female","Saskatchewan","Bachelor's Degree",27,"Green Party","21-40",0,0,0
"10277","Female","Ontario","Bachelor's Degree",72,"Liberal Party","61-80",1,0,0
"10278","Female","Ontario","Bachelor's Degree",52,"Conservative Party","41-60",0,1,0
"10279","Female","Ontario","Bachelor's Degree",69,"Other Party","61-80",0,0,0
"10280","Male","Ontario","Less than highschool",31,"Liberal Party","21-40",1,0,0
"10281","Female","Newfoundland and Labrador","Highschool",23,"Liberal Party","21-40",1,0,0
"10282","Female","Quebec","Above Bachelor's",29,"NDP","21-40",0,0,1
"10283","Female","Quebec","College",35,"Conservative Party","21-40",0,1,0
"10284","Male","Manitoba","Above Bachelor's",55,"Liberal Party","41-60",1,0,0
"10285","Female","Ontario","Above Bachelor's",37,"Other Party","21-40",0,0,0
"10286","Male","Ontario","Bachelor's Degree",44,"Liberal Party","41-60",1,0,0
"10287","Female","Saskatchewan","Bachelor's Degree",66,"Conservative Party","61-80",0,1,0
"10288","Female","Manitoba","Bachelor's Degree",45,"Other Party","41-60",0,0,0
"10289","Female","Newfoundland and Labrador","Bachelor's Degree",58,"Other Party","41-60",0,0,0
"10290","Female","Nova Scotia","College",36,"NDP","21-40",0,0,1
"10291","Female","Quebec","Above Bachelor's",36,"Liberal Party","21-40",1,0,0
"10292","Female","Ontario","College",60,"Liberal Party","41-60",1,0,0
"10293","Female","Quebec","Bachelor's Degree",69,"Liberal Party","61-80",1,0,0
"10294","Female","Ontario","Highschool",66,"Conservative Party","61-80",0,1,0
"10295","Female","British Columbia","Bachelor's Degree",67,"Green Party","61-80",0,0,0
"10296","Female","Ontario","College",67,"Conservative Party","61-80",0,1,0
"10297","Male","Ontario","Bachelor's Degree",37,"Conservative Party","21-40",0,1,0
"10298","Male","Newfoundland and Labrador","Bachelor's Degree",60,"NDP","41-60",0,0,1
"10299","Male","Ontario","Less than highschool",53,"Conservative Party","41-60",0,1,0
"10300","Female","New Brunswick","Highschool",43,"Conservative Party","41-60",0,1,0
"10301","Male","Quebec","College",44,"Liberal Party","41-60",1,0,0
"10302","Male","Alberta","Bachelor's Degree",39,"Liberal Party","21-40",1,0,0
"10303","Female","Alberta","Less than highschool",63,"Other Party","61-80",0,0,0
"10304","Male","Newfoundland and Labrador","Bachelor's Degree",51,"Liberal Party","41-60",1,0,0
"10305","Male","Alberta","Bachelor's Degree",37,"NDP","21-40",0,0,1
"10306","Male","Quebec","Highschool",68,"Bloc Quebecois","61-80",0,0,0
"10307","Female","Ontario","Highschool",51,"Liberal Party","41-60",1,0,0
"10308","Female","Ontario","Highschool",70,"Other Party","61-80",0,0,0
"10309","Female","Quebec","Bachelor's Degree",57,"Other Party","41-60",0,0,0
"10310","Male","Ontario","Above Bachelor's",35,"Conservative Party","21-40",0,1,0
"10311","Male","Manitoba","Bachelor's Degree",60,"NDP","41-60",0,0,1
"10312","Male","British Columbia","Highschool",39,"Conservative Party","21-40",0,1,0
"10313","Female","Ontario","Bachelor's Degree",48,"Liberal Party","41-60",1,0,0
"10314","Female","Manitoba","Highschool",49,"Conservative Party","41-60",0,1,0
"10315","Male","New Brunswick","Bachelor's Degree",64,"Conservative Party","61-80",0,1,0
"10316","Male","New Brunswick","Bachelor's Degree",37,"Liberal Party","21-40",1,0,0
"10317","Male","Ontario","Bachelor's Degree",48,"NDP","41-60",0,0,1
"10318","Male","Quebec","Above Bachelor's",67,"Bloc Quebecois","61-80",0,0,0
"10319","Male","New Brunswick","Bachelor's Degree",53,"Conservative Party","41-60",0,1,0
"10320","Female","Newfoundland and Labrador","Highschool",53,"Other Party","41-60",0,0,0
"10321","Female","Ontario","Bachelor's Degree",28,"NDP","21-40",0,0,1
"10322","Male","Ontario","Bachelor's Degree",48,"Liberal Party","41-60",1,0,0
"10323","Female","New Brunswick","College",64,"Liberal Party","61-80",1,0,0
"10324","Female","Alberta","Bachelor's Degree",27,"Liberal Party","21-40",1,0,0
"10325","Female","Newfoundland and Labrador","Bachelor's Degree",48,"Liberal Party","41-60",1,0,0
"10326","Female","Nova Scotia","Bachelor's Degree",50,"Liberal Party","41-60",1,0,0
"10327","Female","Ontario","College",35,"Liberal Party","21-40",1,0,0
"10328","Female","Saskatchewan","Bachelor's Degree",37,"Green Party","21-40",0,0,0
"10329","Male","Ontario","Bachelor's Degree",37,"NDP","21-40",0,0,1
"10330","Female","British Columbia","Highschool",49,"Other Party","41-60",0,0,0
"10331","Female","Alberta","Bachelor's Degree",56,"Conservative Party","41-60",0,1,0
"10332","Female","Ontario","Bachelor's Degree",28,"Liberal Party","21-40",1,0,0
"10333","Male","Alberta","College",65,"Conservative Party","61-80",0,1,0
"10334","Male","New Brunswick","Above Bachelor's",64,"Other Party","61-80",0,0,0
"10335","Male","Alberta","Bachelor's Degree",48,"Conservative Party","41-60",0,1,0
"10336","Male","Quebec","Highschool",63,"Liberal Party","61-80",1,0,0
"10337","Male","Newfoundland and Labrador","Less than highschool",45,"NDP","41-60",0,0,1
"10338","Male","Saskatchewan","College",33,"Conservative Party","21-40",0,1,0
"10339","Male","British Columbia","Highschool",69,"Conservative Party","61-80",0,1,0
"10340","Male","Quebec","Bachelor's Degree",67,"Green Party","61-80",0,0,0
"10341","Female","Saskatchewan","Highschool",61,"Conservative Party","61-80",0,1,0
"10342","Female","Quebec","Highschool",32,"Bloc Quebecois","21-40",0,0,0
"10343","Female","Quebec","Bachelor's Degree",52,"NDP","41-60",0,0,1
"10344","Female","Quebec","College",36,"Other Party","21-40",0,0,0
"10345","Male","Nova Scotia","Highschool",69,"Green Party","61-80",0,0,0
"10346","Female","British Columbia","Highschool",48,"Green Party","41-60",0,0,0
"10347","Male","Nova Scotia","Above Bachelor's",62,"Liberal Party","61-80",1,0,0
"10348","Female","Manitoba","College",49,"Green Party","41-60",0,0,0
"10349","Female","Quebec","Less than highschool",36,"Other Party","21-40",0,0,0
"10350","Female","New Brunswick","Above Bachelor's",29,"Other Party","21-40",0,0,0
"10351","Female","Alberta","Bachelor's Degree",21,"Conservative Party","21-40",0,1,0
"10352","Female","Manitoba","Bachelor's Degree",47,"Other Party","41-60",0,0,0
"10353","Female","Alberta","Above Bachelor's",36,"Liberal Party","21-40",1,0,0
"10354","Female","Manitoba","Bachelor's Degree",38,"Liberal Party","21-40",1,0,0
"10355","Male","Ontario","Above Bachelor's",47,"NDP","41-60",0,0,1
"10356","Female","British Columbia","Highschool",66,"Liberal Party","61-80",1,0,0
"10357","Male","Quebec","Highschool",30,"Liberal Party","21-40",1,0,0
"10358","Male","Quebec","Bachelor's Degree",48,"Other Party","41-60",0,0,0
"10359","Female","Manitoba","College",47,"NDP","41-60",0,0,1
"10360","Female","Quebec","College",41,"Other Party","41-60",0,0,0
"10361","Female","Ontario","Bachelor's Degree",69,"Green Party","61-80",0,0,0
"10362","Female","Alberta","Bachelor's Degree",33,"Other Party","21-40",0,0,0
"10363","Female","Ontario","Bachelor's Degree",38,"Liberal Party","21-40",1,0,0
"10364","Female","Ontario","Above Bachelor's",61,"Other Party","61-80",0,0,0
"10365","Female","Quebec","Highschool",52,"Bloc Quebecois","41-60",0,0,0
"10366","Female","British Columbia","Highschool",68,"Other Party","61-80",0,0,0
"10367","Male","Ontario","Above Bachelor's",40,"Conservative Party","21-40",0,1,0
"10368","Male","Quebec","Bachelor's Degree",56,"NDP","41-60",0,0,1
"10369","Female","British Columbia","Bachelor's Degree",76,"Other Party","61-80",0,0,0
"10370","Male","Quebec","Highschool",61,"Bloc Quebecois","61-80",0,0,0
"10371","Female","Manitoba","Bachelor's Degree",69,"Conservative Party","61-80",0,1,0
"10372","Male","Quebec","Above Bachelor's",50,"Liberal Party","41-60",1,0,0
"10373","Male","Ontario","Bachelor's Degree",67,"Conservative Party","61-80",0,1,0
"10374","Female","Manitoba","College",66,"Conservative Party","61-80",0,1,0
"10375","Male","British Columbia","Above Bachelor's",78,"Conservative Party","61-80",0,1,0
"10376","Female","Alberta","Bachelor's Degree",20,"Other Party","0-20",0,0,0
"10377","Female","New Brunswick","Above Bachelor's",47,"Liberal Party","41-60",1,0,0
"10378","Female","Nova Scotia","Highschool",25,"Other Party","21-40",0,0,0
"10379","Female","British Columbia","Above Bachelor's",27,"Other Party","21-40",0,0,0
"10380","Female","Alberta","Above Bachelor's",40,"Liberal Party","21-40",1,0,0
"10381","Female","Nova Scotia","Above Bachelor's",57,"Liberal Party","41-60",1,0,0
"10382","Female","Ontario","Highschool",34,"Liberal Party","21-40",1,0,0
"10383","Male","Ontario","Highschool",72,"Conservative Party","61-80",0,1,0
"10384","Male","Quebec","Less than highschool",66,"Bloc Quebecois","61-80",0,0,0
"10385","Male","Alberta","Bachelor's Degree",31,"Conservative Party","21-40",0,1,0
"10386","Female","Ontario","Bachelor's Degree",49,"NDP","41-60",0,0,1
"10387","Female","Quebec","Bachelor's Degree",45,"Bloc Quebecois","41-60",0,0,0
"10388","Female","Alberta","Bachelor's Degree",72,"Other Party","61-80",0,0,0
"10389","Male","Ontario","College",43,"Conservative Party","41-60",0,1,0
"10390","Female","Quebec","Bachelor's Degree",33,"Other Party","21-40",0,0,0
"10391","Female","Quebec","Highschool",39,"Liberal Party","21-40",1,0,0
"10392","Female","Alberta","Bachelor's Degree",39,"Liberal Party","21-40",1,0,0
"10393","Female","Ontario","College",53,"Conservative Party","41-60",0,1,0
"10394","Female","British Columbia","College",51,"Conservative Party","41-60",0,1,0
"10395","Male","Ontario","Highschool",37,"NDP","21-40",0,0,1
"10396","Female","Saskatchewan","College",45,"Conservative Party","41-60",0,1,0
"10397","Female","Ontario","Bachelor's Degree",47,"Liberal Party","41-60",1,0,0
"10398","Female","British Columbia","Highschool",60,"Other Party","41-60",0,0,0
"10399","Male","Quebec","Bachelor's Degree",41,"Other Party","41-60",0,0,0
"10400","Male","Ontario","Above Bachelor's",73,"Liberal Party","61-80",1,0,0
"10401","Female","Alberta","Above Bachelor's",32,"Conservative Party","21-40",0,1,0
"10402","Female","British Columbia","Bachelor's Degree",29,"Conservative Party","21-40",0,1,0
"10403","Female","Ontario","College",39,"Other Party","21-40",0,0,0
"10404","Female","Alberta","College",76,"Other Party","61-80",0,0,0
"10405","Male","Quebec","Bachelor's Degree",66,"Bloc Quebecois","61-80",0,0,0
"10406","Female","Ontario","Above Bachelor's",30,"Other Party","21-40",0,0,0
"10407","Female","Alberta","Bachelor's Degree",51,"Conservative Party","41-60",0,1,0
"10408","Male","Quebec","Bachelor's Degree",34,"Green Party","21-40",0,0,0
"10409","Male","Nova Scotia","Highschool",54,"Liberal Party","41-60",1,0,0
"10410","Male","Alberta","Bachelor's Degree",42,"Conservative Party","41-60",0,1,0
"10411","Female","Quebec","Above Bachelor's",54,"Other Party","41-60",0,0,0
"10412","Male","British Columbia","College",65,"Conservative Party","61-80",0,1,0
"10413","Male","British Columbia","Highschool",52,"NDP","41-60",0,0,1
"10414","Male","Ontario","Bachelor's Degree",41,"NDP","41-60",0,0,1
"10415","Male","New Brunswick","College",63,"Green Party","61-80",0,0,0
"10416","Female","Ontario","Bachelor's Degree",39,"Liberal Party","21-40",1,0,0
"10417","Female","Ontario","College",56,"Liberal Party","41-60",1,0,0
"10418","Female","Newfoundland and Labrador","College",45,"Conservative Party","41-60",0,1,0
"10419","Female","Ontario","Bachelor's Degree",19,"Conservative Party","0-20",0,1,0
"10420","Female","Quebec","Highschool",36,"Other Party","21-40",0,0,0
"10421","Male","Alberta","Bachelor's Degree",38,"Conservative Party","21-40",0,1,0
"10422","Female","Saskatchewan","Bachelor's Degree",23,"NDP","21-40",0,0,1
"10423","Female","Ontario","Above Bachelor's",46,"Conservative Party","41-60",0,1,0
"10424","Male","Quebec","Above Bachelor's",68,"Conservative Party","61-80",0,1,0
"10425","Male","New Brunswick","Bachelor's Degree",46,"Liberal Party","41-60",1,0,0
"10426","Male","Alberta","Above Bachelor's",61,"Conservative Party","61-80",0,1,0
"10427","Female","British Columbia","Bachelor's Degree",61,"Conservative Party","61-80",0,1,0
"10428","Female","Quebec","Bachelor's Degree",41,"Other Party","41-60",0,0,0
"10429","Female","Alberta","Bachelor's Degree",46,"Conservative Party","41-60",0,1,0
"10430","Female","Ontario","Bachelor's Degree",23,"Other Party","21-40",0,0,0
"10431","Female","British Columbia","Bachelor's Degree",36,"Liberal Party","21-40",1,0,0
"10432","Male","Prince Edward Island","Bachelor's Degree",35,"Green Party","21-40",0,0,0
"10433","Female","British Columbia","Bachelor's Degree",52,"Green Party","41-60",0,0,0
"10434","Female","Manitoba","Bachelor's Degree",26,"Conservative Party","21-40",0,1,0
"10435","Female","Quebec","Bachelor's Degree",35,"Other Party","21-40",0,0,0
"10436","Female","Quebec","Highschool",43,"Other Party","41-60",0,0,0
"10437","Female","Quebec","College",51,"Other Party","41-60",0,0,0
"10438","Male","Manitoba","College",65,"Other Party","61-80",0,0,0
"10439","Female","Quebec","Highschool",76,"Other Party","61-80",0,0,0
"10440","Male","Manitoba","Highschool",67,"Conservative Party","61-80",0,1,0
"10441","Female","Newfoundland and Labrador","Bachelor's Degree",33,"NDP","21-40",0,0,1
"10442","Male","Alberta","College",27,"Conservative Party","21-40",0,1,0
"10443","Male","British Columbia","Highschool",73,"Other Party","61-80",0,0,0
"10444","Male","Quebec","Bachelor's Degree",40,"Liberal Party","21-40",1,0,0
"10445","Female","Ontario","Highschool",60,"Other Party","41-60",0,0,0
"10446","Female","Quebec","Bachelor's Degree",72,"Liberal Party","61-80",1,0,0
"10447","Female","Ontario","College",49,"Conservative Party","41-60",0,1,0
"10448","Female","Alberta","Bachelor's Degree",22,"Conservative Party","21-40",0,1,0
"10449","Female","Ontario","Highschool",67,"Conservative Party","61-80",0,1,0
"10450","Female","Quebec","College",36,"Green Party","21-40",0,0,0
"10451","Male","Manitoba","College",61,"Liberal Party","61-80",1,0,0
"10452","Female","Quebec","College",36,"Liberal Party","21-40",1,0,0
"10453","Male","Ontario","Bachelor's Degree",52,"Conservative Party","41-60",0,1,0
"10454","Female","Alberta","Bachelor's Degree",59,"Conservative Party","41-60",0,1,0
"10455","Male","Quebec","Highschool",45,"Bloc Quebecois","41-60",0,0,0
"10456","Male","Ontario","Above Bachelor's",28,"NDP","21-40",0,0,1
"10457","Male","British Columbia","Above Bachelor's",65,"Other Party","61-80",0,0,0
"10458","Male","Ontario","Bachelor's Degree",28,"Liberal Party","21-40",1,0,0
"10459","Male","Saskatchewan","Highschool",68,"Conservative Party","61-80",0,1,0
"10460","Male","Ontario","Bachelor's Degree",54,"Conservative Party","41-60",0,1,0
"10461","Male","New Brunswick","Bachelor's Degree",34,"Green Party","21-40",0,0,0
"10462","Male","Alberta","Bachelor's Degree",71,"Other Party","61-80",0,0,0
"10463","Male","Nova Scotia","Bachelor's Degree",38,"Liberal Party","21-40",1,0,0
"10464","Female","Ontario","Highschool",59,"Conservative Party","41-60",0,1,0
"10465","Male","British Columbia","Bachelor's Degree",73,"Liberal Party","61-80",1,0,0
"10466","Female","Manitoba","Above Bachelor's",77,"Conservative Party","61-80",0,1,0
"10467","Female","British Columbia","Less than highschool",56,"Conservative Party","41-60",0,1,0
"10468","Female","Ontario","Bachelor's Degree",65,"Liberal Party","61-80",1,0,0
"10469","Male","Manitoba","Bachelor's Degree",65,"Liberal Party","61-80",1,0,0
"10470","Female","Ontario","Highschool",68,"Liberal Party","61-80",1,0,0
"10471","Female","Ontario","Above Bachelor's",55,"Conservative Party","41-60",0,1,0
"10472","Female","Ontario","Highschool",58,"Conservative Party","41-60",0,1,0
"10473","Female","Ontario","Bachelor's Degree",54,"Conservative Party","41-60",0,1,0
"10474","Female","Ontario","Bachelor's Degree",45,"Liberal Party","41-60",1,0,0
"10475","Female","British Columbia","Highschool",54,"Conservative Party","41-60",0,1,0
"10476","Male","Quebec","Bachelor's Degree",23,"NDP","21-40",0,0,1
"10477","Male","Manitoba","Above Bachelor's",68,"Other Party","61-80",0,0,0
"10478","Female","Saskatchewan","Highschool",27,"Other Party","21-40",0,0,0
"10479","Male","Nova Scotia","College",64,"Green Party","61-80",0,0,0
"10480","Male","Ontario","Above Bachelor's",51,"Liberal Party","41-60",1,0,0
